,Ship Positions,Time Values,Time to Correct,Drift Time Values,Distances Without Correction,Distances Without Correction 2
47,1421280350000,4060801,9475.202333333333,9475.211808535665,3316320816.6666665,3316324132.987483
48,1451520350000,4147201,9676.802333333333,9676.812010135665,3386880816.6666665,3386884203.547483
49,1481760350000,4233601,9878.402333333333,9878.412211735666,3457440816.6666665,3457444274.107483
50,1512000350000,4320001,10080.002333333334,10080.012413335666,3528000816.666667,3528004344.667483
51,1542240350000,4406401,10281.602333333334,10281.612614935666,3598560816.666667,3598564415.2274833
52,1572480350000,4492801,10483.202333333333,10483.212816535664,3669120816.6666665,3669124485.7874827
53,1602720350000,4579201,10684.802333333333,10684.813018135666,3739680816.6666665,3739684556.347483
54,1632960350000,4665601,10886.402333333333,10886.413219735667,3810240816.6666665,3810244626.907483
55,1663200350000,4752001,11088.002333333334,11088.013421335667,3880800816.666667,3880804697.4674835
56,1693440350000,4838401,11289.602333333334,11289.613622935667,3951360816.666667,3951364768.0274835
57,1723680350000,4924801,11491.202333333333,11491.213824535665,4021920816.6666665,4021924838.587483
58,1753920350000,5011201,11692.802333333333,11692.814026135666,4092480816.6666665,4092484909.147483
59,1784160350000,5097601,11894.402333333333,11894.414227735666,4163040816.6666665,4163044979.7074833
60,1814400350000,5184001,12096.002333333334,12096.014429335666,4233600816.666667,4233605050.267483
61,1844640350000,5270401,12297.602333333334,12297.614630935666,4304160816.666667,4304165120.827483
62,1874880350000,5356801,12499.202333333333,12499.214832535665,4374720816.666666,4374725191.387483
63,1905120350000,5443201,12700.802333333333,12700.815034135665,4445280816.666667,4445285261.947483
64,1935360350000,5529601,12902.402333333333,12902.415235735665,4515840816.666667,4515845332.507483
65,1965600350000,5616001,13104.002333333334,13104.015437335665,4586400816.666667,4586405403.067483
66,1995840350000,5702401,13305.602333333334,13305.615638935666,4656960816.666667,4656965473.627483
67,2026080350000,5788801,13507.202333333333,13507.215840535666,4727520816.666666,4727525544.187483
68,2056320350000,5875201,13708.802333333333,13708.816042135666,4798080816.666667,4798085614.747483
69,2086560350000,5961601,13910.402333333333,13910.416243735666,4868640816.666667,4868645685.307484
70,2116800350000,6048001,14112.002333333334,14112.016445335667,4939200816.666667,4939205755.867483
71,2147040350000,6134401,14313.602333333334,14313.616646935667,5009760816.666667,5009765826.427484
72,2177280350000,6220801,14515.202333333333,14515.216848535665,5080320816.666666,5080325896.987483
73,2207520350000,6307201,14716.802333333333,14716.817050135665,5150880816.666667,5150885967.5474825
74,2237760350000,6393601,14918.402333333333,14918.417251735666,5221440816.666667,5221446038.107483
75,2268000350000,6480001,15120.002333333334,15120.017453335666,5292000816.666667,5292006108.667483
76,2298240350000,6566401,15321.602333333334,15321.617654935666,5362560816.666667,5362566179.227483
77,2328480350000,6652801,15523.202333333333,15523.217856535664,5433120816.666666,5433126249.787482
78,2358720350000,6739201,15724.802333333333,15724.818058135665,5503680816.666667,5503686320.347483
79,2388960350000,6825601,15926.402333333333,15926.418259735665,5574240816.666667,5574246390.907483
80,2419200350000,6912001,16128.002333333334,16128.018461335665,5644800816.666667,5644806461.467483
81,2449440350000,6998401,16329.602333333334,16329.618662935665,5715360816.666667,5715366532.027483
82,2479680350000,7084801,16531.202333333335,16531.218864535665,5785920816.666667,5785926602.587482
83,2509920350000,7171201,16732.802333333333,16732.819066135664,5856480816.666667,5856486673.147482
84,2540160350000,7257601,16934.40233333333,16934.419267735662,5927040816.666666,5927046743.707481
85,2570400350000,7344001,17136.002333333334,17136.019469335664,5997600816.666667,5997606814.267483
86,2600640350000,7430401,17337.602333333332,17337.619670935663,6068160816.666666,6068166884.827482
87,2630880350000,7516801,17539.202333333335,17539.219872535665,6138720816.666667,6138726955.387483
88,2661120350000,7603201,17740.802333333333,17740.820074135663,6209280816.666667,6209287025.947482
89,2691360350000,7689601,17942.40233333333,17942.420275735665,6279840816.666666,6279847096.507483
90,2721600350000,7776001,18144.002333333334,18144.020477335667,6350400816.666667,6350407167.067484
91,2751840350000,7862401,18345.602333333332,18345.620678935666,6420960816.666666,6420967237.627483
92,2782080350000,7948801,18547.202333333335,18547.220880535668,6491520816.666667,6491527308.187484
93,2812320350000,8035201,18748.802333333333,18748.821082135666,6562080816.666667,6562087378.747483
94,2842560350000,8121601,18950.40233333333,18950.421283735664,6632640816.666666,6632647449.307483
95,2872800350000,8208001,19152.002333333334,19152.021485335667,6703200816.666667,6703207519.867483
96,2903040350000,8294401,19353.602333333332,19353.621686935665,6773760816.666666,6773767590.427483
97,2933280350000,8380801,19555.202333333335,19555.221888535667,6844320816.666667,6844327660.987483
98,2963520350000,8467201,19756.802333333333,19756.822090135665,6914880816.666667,6914887731.5474825
99,2993760350000,8553601,19958.40233333333,19958.422291735664,6985440816.666666,6985447802.107482
100,3024000350000,8640001,20160.002333333334,20160.022493335666,7056000816.666667,7056007872.667483
101,3054240350000,8726401,20361.602333333332,20361.622694935664,7126560816.666666,7126567943.227483
102,3084480350000,8812801,20563.202333333335,20563.222896535666,7197120816.666667,7197128013.787483
103,3114720350000,8899201,20764.802333333333,20764.823098135665,7267680816.666667,7267688084.347483
104,3144960350000,8985601,20966.40233333333,20966.423299735663,7338240816.666666,7338248154.907482
105,3175200350000,9072001,21168.002333333334,21168.023501335665,7408800816.666667,7408808225.467483
106,3205440350000,9158401,21369.602333333332,21369.623702935663,7479360816.666666,7479368296.027482
107,3235680350000,9244801,21571.202333333335,21571.223904535665,7549920816.666667,7549928366.587482
108,3265920350000,9331201,21772.802333333333,21772.824106135664,7620480816.666667,7620488437.147482
109,3296160350000,9417601,21974.40233333333,21974.424307735662,7691040816.666666,7691048507.707481
110,3326400350000,9504001,22176.002333333334,22176.024509335664,7761600816.666667,7761608578.267483
111,3356640350000,9590401,22377.602333333332,22377.624710935663,7832160816.666666,7832168648.827482
112,3386880350000,9676801,22579.202333333335,22579.224912535665,7902720816.666667,7902728719.387483
113,3417120350000,9763201,22780.802333333333,22780.825114135663,7973280816.666667,7973288789.947482
114,3447360350000,9849601,22982.40233333333,22982.42531573566,8043840816.666666,8043848860.507482
115,3477600350000,9936001,23184.002333333334,23184.025517335664,8114400816.666667,8114408931.067482
116,3507840350000,10022401,23385.602333333332,23385.625718935662,8184960816.666666,8184969001.627481
117,3538080350000,10108801,23587.202333333335,23587.225920535668,8255520816.666667,8255529072.187484
118,3568320350000,10195201,23788.802333333333,23788.826122135666,8326080816.666667,8326089142.747483
119,3598560350000,10281601,23990.40233333333,23990.426323735664,8396640816.666666,8396649213.307483
120,3628800350000,10368001,24192.002333333334,24192.026525335667,8467200816.666667,8467209283.867483
121,3659040350000,10454401,24393.602333333332,24393.626726935665,8537760816.666666,8537769354.427483
122,3689280350000,10540801,24595.202333333335,24595.226928535667,8608320816.666668,8608329424.987484
123,3719520350000,10627201,24796.802333333333,24796.827130135665,8678880816.666666,8678889495.547483
124,3749760350000,10713601,24998.40233333333,24998.427331735664,8749440816.666666,8749449566.107483
125,3780000350000,10800001,25200.002333333334,25200.027533335666,8820000816.666666,8820009636.667482
126,3810240350000,10886401,25401.602333333332,25401.627734935664,8890560816.666666,8890569707.227482
127,3840480350000,10972801,25603.202333333335,25603.227936535666,8961120816.666668,8961129777.787483
128,3870720350000,11059201,25804.802333333333,25804.828138135665,9031680816.666666,9031689848.347483
129,3900960350000,11145601,26006.40233333333,26006.428339735663,9102240816.666666,9102249918.907482
130,3931200350000,11232001,26208.002333333334,26208.028541335665,9172800816.666666,9172809989.467484
131,3961440350000,11318401,26409.602333333332,26409.628742935663,9243360816.666666,9243370060.027483
132,3991680350000,11404801,26611.202333333335,26611.228944535666,9313920816.666668,9313930130.587482
133,4021920350000,11491201,26812.802333333333,26812.829146135664,9384480816.666666,9384490201.147482
134,4052160350000,11577601,27014.40233333333,27014.429347735662,9455040816.666666,9455050271.707481
135,4082400350000,11664001,27216.002333333334,27216.029549335664,9525600816.666666,9525610342.267483
136,4112640350000,11750401,27417.602333333332,27417.629750935663,9596160816.666666,9596170412.827482
137,4142880350000,11836801,27619.202333333335,27619.229952535665,9666720816.666668,9666730483.387484
138,4173120350000,11923201,27820.802333333333,27820.830154135663,9737280816.666666,9737290553.947483
139,4203360350000,12009601,28022.40233333333,28022.43035573566,9807840816.666666,9807850624.50748
140,4233600350000,12096001,28224.002333333334,28224.030557335664,9878400816.666666,9878410695.067482
141,4263840350000,12182401,28425.602333333332,28425.630758935662,9948960816.666666,9948970765.627481
142,4294080350000,12268801,28627.202333333335,28627.230960535664,10019520816.666668,10019530836.187483
143,4324320350000,12355201,28828.802333333333,28828.831162135662,10090080816.666666,10090090906.747482
